parameter,value,well_id,carbon,strain
max df,0.004410033254323428,44,rifampicin,delta
lag time std,3.9540209992192876,44,rifampicin,delta
lag time,546.910218786245,44,rifampicin,delta
max y stderr,7.568899708669516e-05,44,rifampicin,delta
max y std,0.0007568899708669516,44,rifampicin,delta
max y,0.12689154496895955,44,rifampicin,delta
inverse max df stderr,0.1601097418542278,44,rifampicin,delta
lag time stderr,0.39540209992192876,44,rifampicin,delta
inverse max df,157.19138537812617,44,rifampicin,delta
time of max df stderr,1.9958717393660348,44,rifampicin,delta
time of max df std,19.958717393660347,44,rifampicin,delta
time of max df,905.8066666666664,44,rifampicin,delta
max df stderr,4.500844152392135e-06,44,rifampicin,delta
max df std,4.5008441523921347e-05,44,rifampicin,delta
inverse max df std,1.601097418542278,44,rifampicin,delta
lag time,529.1147378041052,80,rifampicin,delta
max y stderr,7.279371301321609e-05,80,rifampicin,delta
max y std,0.0007279371301321609,80,rifampicin,delta
max y,0.22437311325693238,80,rifampicin,delta
inverse max df stderr,0.04921847297923972,80,rifampicin,delta
inverse max df std,0.49218472979239725,80,rifampicin,delta
time of max df,769.6566666666665,80,rifampicin,delta
time of max df stderr,0.4343949815548057,80,rifampicin,delta
time of max df std,4.343949815548057,80,rifampicin,delta
max df stderr,2.1281625828692254e-06,80,rifampicin,delta
max df std,2.1281625828692253e-05,80,rifampicin,delta
max df,0.00547400694009499,80,rifampicin,delta
lag time std,1.0323217056968819,80,rifampicin,delta
inverse max df,126.62710560946516,80,rifampicin,delta
lag time stderr,0.10323217056968818,80,rifampicin,delta
