parameter,value,well_id,carbon,strain
max df,0.009146761914519201,28,apromycin,delta
lag time std,5.893372787698812,28,apromycin,delta
lag time,423.0816136514679,28,apromycin,delta
max y stderr,0.000368140604263626,28,apromycin,delta
max y std,0.00368140604263626,28,apromycin,delta
max y,0.3177072095275588,28,apromycin,delta
inverse max df stderr,0.08274837589083882,28,apromycin,delta
lag time stderr,0.5893372787698812,28,apromycin,delta
inverse max df,75.78966506425382,28,apromycin,delta
time of max df stderr,8.139079739135125,28,apromycin,delta
time of max df std,81.39079739135126,28,apromycin,delta
time of max df,607.2566666666667,28,apromycin,delta
max df stderr,1.0012221092124604e-05,28,apromycin,delta
max df std,0.00010012221092124605,28,apromycin,delta
inverse max df std,0.8274837589083882,28,apromycin,delta
lag time,410.97501988851394,64,apromycin,delta
max y stderr,0.0001516539712870717,64,apromycin,delta
max y std,0.001516539712870717,64,apromycin,delta
max y,0.3243774882301657,64,apromycin,delta
inverse max df stderr,0.024982812469025943,64,apromycin,delta
inverse max df std,0.24982812469025942,64,apromycin,delta
time of max df,610.3366666666666,64,apromycin,delta
time of max df stderr,1.55171228003132,64,apromycin,delta
time of max df std,15.5171228003132,64,apromycin,delta
max df stderr,2.6075827124145093e-06,64,apromycin,delta
max df std,2.6075827124145095e-05,64,apromycin,delta
max df,0.008503074560038116,64,apromycin,delta
lag time std,1.0872336565489122,64,apromycin,delta
inverse max df,81.51800740809911,64,apromycin,delta
lag time stderr,0.10872336565489123,64,apromycin,delta
