,area_death,fluor1_mean_death,fluor2_mean_death,long_axis_death,short_axis_death,fluor1_bg_death,fluor2_bg_death,error_frame,strain,atc_conc_ngml,position,aspect_ratio,err
0,266.0,104.83458646616542,113.97744360902256,27.0,9.820060203790069,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3637059334737063,True
1,560.0,98.30535714285715,114.93928571428572,51.0,10.981508758356437,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.21532370114424387,True
2,818.0,96.40464547677261,116.22493887530563,66.0,12.378639162824463,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.18755513883067368,True
3,577.0,107.88041594454073,114.99133448873484,49.0,11.771896753756366,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.24024279089298706,True
4,321.0,96.31152647975078,115.79127725856698,33.0,9.700188958656376,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.29394511995928413,True
5,284.0,96.05281690140845,116.04577464788733,30.0,9.426621674481419,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.314220722482714,True
6,353.0,95.81019830028329,116.89235127478753,29.0,12.141715108477063,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.4186798313267953,True
7,406.0,99.86453201970443,116.3152709359606,36.0,11.246710914427444,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.31240863651187345,True
8,314.0,114.25796178343948,114.13375796178345,30.0,10.443753748026632,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.34812512493422104,True
9,340.0,114.77941176470588,114.36176470588235,32.0,10.51487762485491,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3285899257767159,True
10,446.0,101.30717488789237,115.68609865470852,41.0,10.834783258109816,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.26426300629536137,True
11,373.0,101.92493297587131,115.49329758713137,36.0,10.359213347741505,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.28775592632615293,True
12,360.0,103.875,115.31944444444444,31.0,11.604828490573412,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3743493061475294,True
13,458.0,98.79257641921397,115.69868995633188,41.0,11.166892641392057,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.2723632351559038,True
14,432.0,97.98611111111111,115.57870370370371,36.0,11.991721772171433,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3331033825603176,True
15,495.0,108.68888888888888,115.20202020202021,45.0,11.006394339004165,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.24458654086675924,True
16,464.0,98.95474137931035,116.64008620689656,36.0,12.881587654438249,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.35782187928995135,True
17,440.0,98.82272727272728,116.09772727272727,36.0,12.224404815168365,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.33956680042134346,True
18,430.0,101.5046511627907,116.44883720930233,43.0,9.980306663708921,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.2321001549699749,True
19,267.0,100.20224719101124,116.37453183520599,27.0,9.858320897714089,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3651229962116329,True
20,263.0,101.06463878326996,116.42585551330798,27.0,9.698729030089613,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.35921218629961527,True
21,529.0,114.05103969754254,115.20982986767486,43.0,12.286715241188253,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.285737563748564,True
22,581.0,102.42340791738383,116.49913941480206,47.0,12.342644986350406,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.26260946779468947,True
23,485.0,101.03298969072165,116.0721649484536,43.0,11.28290489520946,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.2623931370978944,True
24,509.0,117.31827111984283,114.20432220039292,44.0,11.295597375633777,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.25671812217349493,True
25,542.0,103.61439114391143,116.03136531365314,44.0,12.301968467378982,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.27959019244043143,True
26,614.0,100.56351791530945,115.90879478827361,56.0,10.964103892967177,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.19578756951727103,True
27,700.0,101.17142857142858,116.04,58.0,12.065810126855755,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.20803120908371991,True
28,383.0,108.84073107049609,115.14882506527415,33.0,11.603768923512737,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3516293613185678,True
29,408.0,102.35049019607843,115.58823529411765,33.0,12.120191023292428,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3672785158573463,True
31,420.0,101.73095238095237,116.2452380952381,39.0,10.760029267144438,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.27589818633703683,True
32,398.0,102.38442211055276,116.52261306532664,38.0,10.472747804658034,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.27559862643836935,True
33,323.0,102.36532507739938,116.26934984520123,31.0,10.419301462496964,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.33610649879022464,True
34,311.0,101.32475884244373,116.35691318327974,30.0,10.35826624199144,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.34527554139971467,True
35,465.0,118.91182795698924,114.53548387096774,38.0,12.176072141567385,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3204229510938785,True
36,612.0,104.5702614379085,116.02287581699346,52.0,11.768793949841582,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.22632296057387657,True
37,500.0,113.052,115.318,41.0,12.171902298680887,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.29687566582148506,True
39,427.0,106.68384074941451,115.90866510538642,38.0,11.235614138247168,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.2956740562696623,True
40,440.0,106.22272727272727,115.56136363636364,39.0,11.272710041416195,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.28904384721579984,True
41,454.0,109.02643171806167,114.59030837004406,40.0,10.938018887852367,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.2734504721963092,True
