parameter,value,well_id,carbon,strain
max df,0.006219631091564266,26,glycerol,delta
lag time std,0.9985055100082145,26,glycerol,delta
lag time,313.138546898927,26,glycerol,delta
max y stderr,6.020644457078671e-05,26,glycerol,delta
max y std,0.0006020644457078671,26,glycerol,delta
max y,0.1756990202692074,26,glycerol,delta
inverse max df stderr,0.041821943638620865,26,glycerol,delta
lag time stderr,0.09985055100082145,26,glycerol,delta
inverse max df,111.4466325060756,26,glycerol,delta
time of max df stderr,0.34831594852949244,26,glycerol,delta
time of max df std,3.4831594852949244,26,glycerol,delta
time of max df,452.9066666666668,26,glycerol,delta
max df stderr,2.3337466267667653e-06,26,glycerol,delta
max df std,2.3337466267667655e-05,26,glycerol,delta
inverse max df std,0.4182194363862087,26,glycerol,delta
lag time,311.3328199778336,27,glycerol,delta
max y stderr,6.246174721781052e-05,27,glycerol,delta
max y std,0.0006246174721781052,27,glycerol,delta
max y,0.17948292169800137,27,glycerol,delta
inverse max df stderr,0.03678764268156285,27,glycerol,delta
inverse max df std,0.3678764268156285,27,glycerol,delta
time of max df,448.8466666666668,27,glycerol,delta
time of max df stderr,0.3446389415025528,27,glycerol,delta
time of max df std,3.446389415025528,27,glycerol,delta
max df stderr,2.0801669987621814e-06,27,glycerol,delta
max df std,2.0801669987621815e-05,27,glycerol,delta
max df,0.006262195705047268,27,glycerol,delta
lag time std,0.8717158782716373,27,glycerol,delta
inverse max df,110.6887848235415,27,glycerol,delta
lag time stderr,0.08717158782716374,27,glycerol,delta
max y std,0.0007598056201358535,28,glycerol,delta
lag time std,1.108077191581328,28,glycerol,delta
max df,0.006239613986139082,28,glycerol,delta
max df std,2.6010453615317363e-05,28,glycerol,delta
max df stderr,2.6010453615317362e-06,28,glycerol,delta
lag time stderr,0.11080771915813278,28,glycerol,delta
time of max df std,3.7376329407794984,28,glycerol,delta
time of max df stderr,0.37376329407794984,28,glycerol,delta
time of max df,457.1766666666668,28,glycerol,delta
inverse max df std,0.4634243372217618,28,glycerol,delta
inverse max df stderr,0.04634243372217618,28,glycerol,delta
max y,0.1819305435705478,28,glycerol,delta
max y stderr,7.598056201358534e-05,28,glycerol,delta
lag time,316.37492140927344,28,glycerol,delta
inverse max df,111.09008278353029,28,glycerol,delta
max y,0.1812512742058314,29,glycerol,delta
lag time stderr,0.11868015467765222,29,glycerol,delta
lag time std,1.1868015467765223,29,glycerol,delta
lag time,318.27809782009246,29,glycerol,delta
max y stderr,7.908704324182554e-05,29,glycerol,delta
max y std,0.0007908704324182553,29,glycerol,delta
inverse max df stderr,0.04756177350907035,29,glycerol,delta
inverse max df,106.66618374602905,29,glycerol,delta
time of max df stderr,0.37165979066883204,29,glycerol,delta
time of max df std,3.71659790668832,29,glycerol,delta
time of max df,458.2966666666668,29,glycerol,delta
max df stderr,2.8967171963092346e-06,29,glycerol,delta
max df std,2.8967171963092345e-05,29,glycerol,delta
max df,0.00649841339848639,29,glycerol,delta
inverse max df std,0.4756177350907035,29,glycerol,delta
max y std,0.0006827409503108665,30,glycerol,delta
lag time stderr,0.1075714586093558,30,glycerol,delta
lag time std,1.075714586093558,30,glycerol,delta
lag time,312.53092671778836,30,glycerol,delta
max y stderr,6.827409503108666e-05,30,glycerol,delta
max y,0.17832105364950843,30,glycerol,delta
inverse max df stderr,0.043340180311258344,30,glycerol,delta
inverse max df,103.29870767061419,30,glycerol,delta
time of max df stderr,0.37696153649941533,30,glycerol,delta
time of max df std,3.7696153649941535,30,glycerol,delta
time of max df,446.4666666666668,30,glycerol,delta
max df stderr,2.8138835964338897e-06,30,glycerol,delta
max df std,2.8138835964338897e-05,30,glycerol,delta
max df,0.006710242475031963,30,glycerol,delta
inverse max df std,0.4334018031125835,30,glycerol,delta
time of max df stderr,0.3688143164249458,31,glycerol,delta
max df std,2.4850246205532345e-05,31,glycerol,delta
max df stderr,2.4850246205532344e-06,31,glycerol,delta
time of max df,463.4066666666668,31,glycerol,delta
time of max df std,3.6881431642494578,31,glycerol,delta
inverse max df,112.24229345635446,31,glycerol,delta
lag time,318.9883419058717,31,glycerol,delta
inverse max df stderr,0.04515467637765342,31,glycerol,delta
max y,0.19395610205650196,31,glycerol,delta
max y std,0.0008733095544394995,31,glycerol,delta
max y stderr,8.733095544394994e-05,31,glycerol,delta
max df,0.006175554508911988,31,glycerol,delta
inverse max df std,0.4515467637765342,31,glycerol,delta
lag time stderr,0.10224187493054834,31,glycerol,delta
lag time std,1.0224187493054835,31,glycerol,delta
max df std,2.6591764414675188e-05,32,glycerol,delta
max df stderr,2.659176441467519e-06,32,glycerol,delta
time of max df,447.4466666666668,32,glycerol,delta
time of max df std,3.271330004753419,32,glycerol,delta
time of max df stderr,0.3271330004753419,32,glycerol,delta
inverse max df,109.64880500102026,32,glycerol,delta
inverse max df std,0.4607466136718816,32,glycerol,delta
inverse max df stderr,0.04607466136718816,32,glycerol,delta
max y,0.1949426999337296,32,glycerol,delta
max y stderr,8.003287632375623e-05,32,glycerol,delta
lag time,315.4071258679289,32,glycerol,delta
lag time std,0.9688488298799052,32,glycerol,delta
max df,0.006321632345445924,32,glycerol,delta
max y std,0.0008003287632375623,32,glycerol,delta
lag time stderr,0.09688488298799051,32,glycerol,delta
inverse max df std,0.34190022990115293,33,glycerol,delta
max df std,1.9518544347070124e-05,33,glycerol,delta
max df stderr,1.9518544347070125e-06,33,glycerol,delta
time of max df,447.7966666666668,33,glycerol,delta
time of max df std,3.8461799229885227,33,glycerol,delta
