parameter,value,well_id,carbon,strain
max df,0.009946267003593497,42,rifampicin,delta
lag time std,1.9818046358624655,42,rifampicin,delta
lag time,280.8218054925102,42,rifampicin,delta
max y stderr,0.00027573527829191115,42,rifampicin,delta
max y std,0.0027573527829191117,42,rifampicin,delta
max y,0.2642952923158948,42,rifampicin,delta
inverse max df stderr,0.05577710596760753,42,rifampicin,delta
lag time stderr,0.19818046358624655,42,rifampicin,delta
inverse max df,69.69364052153558,42,rifampicin,delta
time of max df stderr,0.4798447665651843,42,rifampicin,delta
time of max df std,4.798447665651843,42,rifampicin,delta
time of max df,517.0966666666667,42,rifampicin,delta
max df stderr,7.956450059502929e-06,42,rifampicin,delta
max df std,7.956450059502928e-05,42,rifampicin,delta
inverse max df std,0.5577710596760753,42,rifampicin,delta
lag time,274.0563404181465,78,rifampicin,delta
max y stderr,0.0002835932195579064,78,rifampicin,delta
max y std,0.0028359321955790644,78,rifampicin,delta
max y,0.2920857273174324,78,rifampicin,delta
inverse max df stderr,0.05004265346599901,78,rifampicin,delta
inverse max df std,0.5004265346599901,78,rifampicin,delta
time of max df,501.2766666666668,78,rifampicin,delta
time of max df stderr,0.513009746496107,78,rifampicin,delta
time of max df std,5.13009746496107,78,rifampicin,delta
max df stderr,8.065658348948099e-06,78,rifampicin,delta
max df std,8.065658348948098e-05,78,rifampicin,delta
max df,0.010573340534677091,78,rifampicin,delta
lag time std,1.727085147755297,78,rifampicin,delta
inverse max df,65.5599371021932,78,rifampicin,delta
lag time stderr,0.1727085147755297,78,rifampicin,delta
