parameter,value,well_id,carbon,strain
max df,0.010604966032017464,27,apromycin,delta
lag time stderr,0.14265074147092502,27,apromycin,delta
lag time std,1.4265074147092502,27,apromycin,delta
lag time,264.36799967610773,27,apromycin,delta
max y stderr,0.00019553681335651336,27,apromycin,delta
max y,0.5078342021441968,27,apromycin,delta
inverse max df stderr,0.03659487397527955,27,apromycin,delta
max y std,0.0019553681335651336,27,apromycin,delta
inverse max df,65.36267617765559,27,apromycin,delta
time of max df stderr,0.41359279490822853,27,apromycin,delta
time of max df std,4.135927949082285,27,apromycin,delta
time of max df,499.45666666666676,27,apromycin,delta
max df stderr,5.951851288348657e-06,27,apromycin,delta
max df std,5.9518512883486564e-05,27,apromycin,delta
inverse max df std,0.3659487397527955,27,apromycin,delta
inverse max df stderr,0.1798221841640926,28,apromycin,delta
lag time std,9.427342727843746,28,apromycin,delta
lag time,327.69039086421895,28,apromycin,delta
max y stderr,0.0012136739878753652,28,apromycin,delta
max y std,0.012136739878753652,28,apromycin,delta
max y,0.466088656134241,28,apromycin,delta
inverse max df std,1.798221841640926,28,apromycin,delta
lag time stderr,0.9427342727843746,28,apromycin,delta
time of max df stderr,1.0337983362339098,28,apromycin,delta
time of max df std,10.337983362339099,28,apromycin,delta
time of max df,584.8566666666667,28,apromycin,delta
max df stderr,2.1872568733340604e-05,28,apromycin,delta
max df std,0.00021872568733340606,28,apromycin,delta
max df,0.00912843957441928,28,apromycin,delta
inverse max df,75.97576866792036,28,apromycin,delta
lag time stderr,3.783460268519888,29,apromycin,delta
lag time std,37.83460268519888,29,apromycin,delta
lag time,218.01472330411735,29,apromycin,delta
max y stderr,0.0006193123868718113,29,apromycin,delta
max y,0.3334013643040491,29,apromycin,delta
inverse max df stderr,0.6728179485880983,29,apromycin,delta
inverse max df std,6.7281794858809825,29,apromycin,delta
max y std,0.006193123868718113,29,apromycin,delta
time of max df stderr,22.38189221223263,29,apromycin,delta
time of max df std,223.81892212232628,29,apromycin,delta
time of max df,296.1766666666666,29,apromycin,delta
max df stderr,5.74128311005795e-05,29,apromycin,delta
max df std,0.000574128311005795,29,apromycin,delta
max df,0.00749950634936979,29,apromycin,delta
inverse max df,92.93831244627856,29,apromycin,delta
max df stderr,3.552347632633758e-05,30,apromycin,delta
time of max df,202.16666666666663,30,apromycin,delta
time of max df std,0.0,30,apromycin,delta
time of max df stderr,0.0,30,apromycin,delta
inverse max df,139.12149387411418,30,apromycin,delta
inverse max df std,9.833981910617648,30,apromycin,delta
max y std,0.0003021860100543031,30,apromycin,delta
max y,0.015437082051085809,30,apromycin,delta
max y stderr,3.0218601005430313e-05,30,apromycin,delta
lag time,202.16666666666663,30,apromycin,delta
lag time std,0.0,30,apromycin,delta
max df std,0.0003552347632633758,30,apromycin,delta
inverse max df stderr,0.9833981910617648,30,apromycin,delta
max df,0.005007329548825985,30,apromycin,delta
lag time stderr,0.0,30,apromycin,delta
max df stderr,8.126928281941322e-05,31,apromycin,delta
max df,0.004112086954797881,31,apromycin,delta
max df std,0.0008126928281941321,31,apromycin,delta
lag time stderr,0.011716086091198159,31,apromycin,delta
lag time std,0.11716086091198159,31,apromycin,delta
lag time,202.17844177623513,31,apromycin,delta
max y stderr,1.0531918165085406e-05,31,apromycin,delta
time of max df,202.65666666666664,31,apromycin,delta
max y,0.005543370862818185,31,apromycin,delta
inverse max df stderr,4.172868057440505,31,apromycin,delta
inverse max df std,41.72868057440505,31,apromycin,delta
inverse max df,176.4560454247439,31,apromycin,delta
time of max df stderr,0.4875438441822437,31,apromycin,delta
time of max df std,4.875438441822437,31,apromycin,delta
max y std,0.00010531918165085407,31,apromycin,delta
max df,0.0035035901862478496,32,apromycin,delta
max df std,0.0007070630124574846,32,apromycin,delta
max df stderr,7.070630124574845e-05,32,apromycin,delta
time of max df,217.84666666666664,32,apromycin,delta
time of max df std,109.75999999999998,32,apromycin,delta
time of max df stderr,10.975999999999997,32,apromycin,delta
inverse max df,207.07602426732186,32,apromycin,delta
inverse max df stderr,4.7672455667362845,32,apromycin,delta
max y,0.003102659094543337,32,apromycin,delta
max y stderr,5.9249835849342254e-06,32,apromycin,delta
lag time,215.33755226336348,32,apromycin,delta
lag time std,92.21006723323192,32,apromycin,delta
lag time stderr,9.221006723323192,32,apromycin,delta
inverse max df std,47.67245566736285,32,apromycin,delta
max y std,5.9249835849342256e-05,32,apromycin,delta
inverse max df stderr,3897.9228640123265,33,apromycin,delta
lag time stderr,31.63217592795318,33,apromycin,delta
lag time std,316.3217592795318,33,apromycin,delta
lag time,636.4100512227528,33,apromycin,delta
max y stderr,1.5744704002456297e-06,33,apromycin,delta
max y std,1.5744704002456297e-05,33,apromycin,delta
max y,0.006747775509026657,33,apromycin,delta
inverse max df std,38979.22864012326,33,apromycin,delta
time of max df stderr,29.548202297263355,33,apromycin,delta
time of max df std,295.48202297263356,33,apromycin,delta
time of max df,629.3766666666666,33,apromycin,delta
max df stderr,4.262625703829504e-06,33,apromycin,delta
max df std,4.2626257038295035e-05,33,apromycin,delta
max df,5.476198380181525e-05,33,apromycin,delta
inverse max df,24635.53155426658,33,apromycin,delta
max df std,1.2609265481904497e-06,34,apromycin,delta
max df stderr,1.2609265481904497e-07,34,apromycin,delta
time of max df,576.4566666666666,34,apromycin,delta
time of max df stderr,36.18715046808742,34,apromycin,delta
inverse max df,224567.23203238304,34,apromycin,delta
inverse max df std,1799511.7611434772,34,apromycin,delta
time of max df std,361.8715046808742,34,apromycin,delta
max y,1.0009504558583473,34,apromycin,delta
inverse max df stderr,179951.1761143477,34,apromycin,delta
lag time stderr,138.98973992835138,34,apromycin,delta
lag time std,1389.8973992835138,34,apromycin,delta
max df,4.3836789769428625e-07,34,apromycin,delta
max y stderr,4.2955588759706994e-05,34,apromycin,delta
max y std,0.00042955588759706993,34,apromycin,delta
lag time,467.60481009795126,34,apromycin,delta
max df,0.010652897497629035,63,apromycin,delta
max df std,7.443754375133739e-05,63,apromycin,delta
max df stderr,7.443754375133739e-06,63,apromycin,delta
time of max df,499.1766666666668,63,apromycin,delta
time of max df stderr,0.5960696268054594,63,apromycin,delta
inverse max df,65.06971703439979,63,apromycin,delta
inverse max df std,0.45469315965383317,63,apromycin,delta
inverse max df stderr,0.04546931596538332,63,apromycin,delta
max y,0.50905359973571,63,apromycin,delta
max y std,0.002791355989814228,63,apromycin,delta
max y stderr,0.0002791355989814228,63,apromycin,delta
lag time,242.21917013804546,63,apromycin,delta
time of max df std,5.960696268054594,63,apromycin,delta
lag time stderr,0.20249839526136734,63,apromycin,delta
lag time std,2.0249839526136735,63,apromycin,delta
lag time stderr,0.3281155036106294,64,apromycin,delta
max df std,6.455527311915443e-05,64,apromycin,delta
max df stderr,6.455527311915443e-06,64,apromycin,delta
time of max df,613.9066666666666,64,apromycin,delta
time of max df std,4.577379162796109,64,apromycin,delta
time of max df stderr,0.45773791627961086,64,apromycin,delta
inverse max df,78.5811155403861,64,apromycin,delta
max df,0.008821257827675639,64,apromycin,delta
inverse max df stderr,0.057473141854117914,64,apromycin,delta
max y,0.455777996139824,64,apromycin,delta
max y std,0.0022905445507994393,64,apromycin,delta
max y stderr,0.00022905445507994394,64,apromycin,delta
lag time,259.54973705980547,64,apromycin,delta
lag time std,3.281155036106294,64,apromycin,delta
inverse max df std,0.5747314185411792,64,apromycin,delta
lag time,208.94785062939874,65,apromycin,delta
max y stderr,0.000203824339696283,65,apromycin,delta
max y std,0.00203824339696283,65,apromycin,delta
max y,0.11747387601309135,65,apromycin,delta
inverse max df stderr,0.4211655991097879,65,apromycin,delta
inverse max df std,4.211655991097879,65,apromycin,delta
time of max df std,109.75999999999998,65,apromycin,delta
time of max df stderr,10.975999999999997,65,apromycin,delta
time of max df,217.84666666666664,65,apromycin,delta
max df stderr,4.5245144634669534e-05,65,apromycin,delta
max df std,0.0004524514463466953,65,apromycin,delta
lag time std,47.47552151467898,65,apromycin,delta
inverse max df,80.52454376962864,65,apromycin,delta
lag time stderr,4.747552151467898,65,apromycin,delta
